timestamp,rule.description,rule.level,data.srcip,data.srcport,full_log,GeoLocation.country_name,GeoLocation.city_name,GeoLocation.location
"Mar 13, 2025 @ 13:06:32.824","sshd: authentication failed.","5","5.104.84.57","49166","Mar 13 13:06:32 regvision-wordpress sshd[20791]: Failed password for root from 5.104.84.57 port 49166 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:06:32.772","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:06:30 regvision-wordpress sshd[20791]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57  user=root","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:06:22.762","sshd: authentication failed.","5","120.48.175.69","54178","Mar 13 13:06:20 regvision-wordpress sshd[20789]: Failed password for root from 120.48.175.69 port 54178 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:06:20.759","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:06:19 regvision-wordpress sshd[20789]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:06:14.754","sshd: Attempt to login using a non-existent user","5","20.46.45.121",,"Mar 13 13:06:13 regvision-wordpress sshd[20784]: Failed password for invalid user ubnt from 20.46.45.121 port 59167 ssh2","United Arab Emirates","Dubai",{"lon":55.3087,"lat":25.2633}
"Mar 13, 2025 @ 13:06:12.804","PAM: User login failed.","5","20.46.45.121",,"Mar 13 13:06:12 regvision-wordpress sshd[20784]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=20.46.45.121","United Arab Emirates","Dubai",{"lon":55.3087,"lat":25.2633}
"Mar 13, 2025 @ 13:06:12.752","sshd: Attempt to login using a non-existent user","5","20.46.45.121","59167","Mar 13 13:06:11 regvision-wordpress sshd[20784]: Invalid user ubnt from 20.46.45.121 port 59167","United Arab Emirates","Dubai",{"lon":55.3087,"lat":25.2633}
"Mar 13, 2025 @ 13:05:50.730","sshd: Attempt to login using a non-existent user","5","165.227.120.1",,"Mar 13 13:05:49 regvision-wordpress sshd[20782]: Failed password for invalid user hubble from 165.227.120.1 port 46392 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:05:48.780","PAM: User login failed.","5","165.227.120.1",,"Mar 13 13:05:47 regvision-wordpress sshd[20782]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.120.1","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:05:48.728","sshd: Attempt to login using a non-existent user","5","165.227.120.1","46392","Mar 13 13:05:47 regvision-wordpress sshd[20782]: Invalid user hubble from 165.227.120.1 port 46392","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:05:34.713","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:05:33 regvision-wordpress sshd[20780]: Failed password for invalid user test10 from 178.128.201.36 port 54166 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:05:32.724","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:05:31 regvision-wordpress sshd[20780]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:05:32.711","sshd: Attempt to login using a non-existent user","5","178.128.201.36","54166","Mar 13 13:05:31 regvision-wordpress sshd[20780]: Invalid user test10 from 178.128.201.36 port 54166","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:05:30.709","sshd: authentication failed.","5","120.48.175.69","40944","Mar 13 13:05:30 regvision-wordpress sshd[20778]: Failed password for root from 120.48.175.69 port 40944 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:05:28.707","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:05:28 regvision-wordpress sshd[20778]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:05:18.751","sshd: Attempt to login using a non-existent user","5","5.104.84.57","52378","Mar 13 13:05:16 regvision-wordpress sshd[20776]: Disconnected from invalid user login 5.104.84.57 port 52378 [preauth]","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:05:16.695","sshd: Attempt to login using a non-existent user","5","5.104.84.57",,"Mar 13 13:05:16 regvision-wordpress sshd[20776]: Failed password for invalid user login from 5.104.84.57 port 52378 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:05:14.746","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:05:14 regvision-wordpress sshd[20776]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:05:14.693","sshd: Attempt to login using a non-existent user","5","5.104.84.57","52378","Mar 13 13:05:14 regvision-wordpress sshd[20776]: Invalid user login from 5.104.84.57 port 52378","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:05:00.679","sshd: Attempt to login using a non-existent user","5","64.227.78.79",,"Mar 13 13:04:59 regvision-wordpress sshd[20771]: Failed password for invalid user backup17 from 64.227.78.79 port 43220 ssh2","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:04:58.730","PAM: User login failed.","5","64.227.78.79",,"Mar 13 13:04:57 regvision-wordpress sshd[20771]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.78.79","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:04:58.677","sshd: Attempt to login using a non-existent user","5","64.227.78.79","43220","Mar 13 13:04:57 regvision-wordpress sshd[20771]: Invalid user backup17 from 64.227.78.79 port 43220","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:04:42.659","sshd: authentication failed.","5","120.48.175.69","55964","Mar 13 13:04:42 regvision-wordpress sshd[20769]: Failed password for root from 120.48.175.69 port 55964 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:04:40.657","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:04:40 regvision-wordpress sshd[20769]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:04:30.648","sshd: authentication failed.","5","92.191.96.7","29476","Mar 13 13:04:30 regvision-wordpress sshd[20767]: Failed password for root from 92.191.96.7 port 29476 ssh2","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:04:28.645","PAM: User login failed.","5","92.191.96.7",,"Mar 13 13:04:28 regvision-wordpress sshd[20767]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=92.191.96.7  user=root","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:04:16.632","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:04:14 regvision-wordpress sshd[20765]: Failed password for invalid user mas from 178.128.201.36 port 43600 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:04:14.682","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:04:13 regvision-wordpress sshd[20765]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:04:14.629","sshd: Attempt to login using a non-existent user","5","178.128.201.36","43600","Mar 13 13:04:13 regvision-wordpress sshd[20765]: Invalid user mas from 178.128.201.36 port 43600","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:03:58.615","sshd: authentication failed.","5","5.104.84.57","55600","Mar 13 13:03:56 regvision-wordpress sshd[20763]: Failed password for root from 5.104.84.57 port 55600 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:03:54.623","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:03:54 regvision-wordpress sshd[20763]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57  user=root","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:03:54.610","sshd: authentication failed.","5","120.48.175.69","42760","Mar 13 13:03:53 regvision-wordpress sshd[20761]: Failed password for root from 120.48.175.69 port 42760 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:03:52.608","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:03:51 regvision-wordpress sshd[20761]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:03:18.629","PAM: User login failed.","5","92.191.96.7",,"Mar 13 13:03:16 regvision-wordpress sshd[20745]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=92.191.96.7","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:03:18.629","sshd: Attempt to login using a non-existent user","5","92.191.96.7","4314","Mar 13 13:03:18 regvision-wordpress sshd[20745]: Disconnected from invalid user teamspeak 92.191.96.7 port 4314 [preauth]","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:03:18.629","sshd: Attempt to login using a non-existent user","5","92.191.96.7",,"Mar 13 13:03:18 regvision-wordpress sshd[20745]: Failed password for invalid user teamspeak from 92.191.96.7 port 4314 ssh2","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:03:18.576","sshd: Attempt to login using a non-existent user","5","92.191.96.7","4314","Mar 13 13:03:16 regvision-wordpress sshd[20745]: Invalid user teamspeak from 92.191.96.7 port 4314","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:03:04.561","sshd: authentication failed.","5","120.48.175.69","57794","Mar 13 13:03:03 regvision-wordpress sshd[20743]: Failed password for root from 120.48.175.69 port 57794 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:03:02.559","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:03:00 regvision-wordpress sshd[20743]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:02:54.550","sshd: Attempt to login using a non-existent user","5","165.227.122.185",,"Mar 13 13:02:53 regvision-wordpress sshd[20741]: Failed password for invalid user benjamin from 165.227.122.185 port 36804 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:02:52.560","PAM: User login failed.","5","165.227.122.185",,"Mar 13 13:02:51 regvision-wordpress sshd[20741]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.122.185","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:02:52.548","sshd: Attempt to login using a non-existent user","5","165.227.122.185","36804","Mar 13 13:02:51 regvision-wordpress sshd[20741]: Invalid user benjamin from 165.227.122.185 port 36804","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:02:48.544","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:02:48 regvision-wordpress sshd[20739]: Failed password for invalid user drill from 178.128.201.36 port 53534 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:02:46.554","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:02:46 regvision-wordpress sshd[20739]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:02:46.542","sshd: Attempt to login using a non-existent user","5","178.128.201.36","53534","Mar 13 13:02:46 regvision-wordpress sshd[20739]: Invalid user drill from 178.128.201.36 port 53534","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:02:40.536","sshd: Attempt to login using a non-existent user","5","139.19.117.197","54366","Mar 13 13:02:39 regvision-wordpress sshd[20737]: Invalid user admin from 139.19.117.197 port 54366","Germany",,{"lon":9.491,"lat":51.2993}
"Mar 13, 2025 @ 13:02:36.531","sshd: authentication failed.","5","5.104.84.57","59254","Mar 13 13:02:36 regvision-wordpress sshd[20735]: Failed password for root from 5.104.84.57 port 59254 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:02:34.529","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:02:34 regvision-wordpress sshd[20735]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57  user=root","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:02:16.511","sshd: authentication failed.","5","120.48.175.69","44594","Mar 13 13:02:14 regvision-wordpress sshd[20733]: Failed password for root from 120.48.175.69 port 44594 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:02:14.509","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:02:12 regvision-wordpress sshd[20733]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:02:12.521","sshd: Attempt to login using a non-existent user","5","92.191.96.7","29336","Mar 13 13:02:10 regvision-wordpress sshd[20730]: Disconnected from invalid user jeff 92.191.96.7 port 29336 [preauth]","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:02:12.508","sshd: Attempt to login using a non-existent user","5","92.191.96.7",,"Mar 13 13:02:10 regvision-wordpress sshd[20730]: Failed password for invalid user jeff from 92.191.96.7 port 29336 ssh2","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:02:08.557","PAM: User login failed.","5","92.191.96.7",,"Mar 13 13:02:08 regvision-wordpress sshd[20730]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=92.191.96.7","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:02:08.504","sshd: Attempt to login using a non-existent user","5","92.191.96.7","29336","Mar 13 13:02:08 regvision-wordpress sshd[20730]: Invalid user jeff from 92.191.96.7 port 29336","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:01:28.463","sshd: authentication failed.","5","120.48.175.69","59638","Mar 13 13:01:27 regvision-wordpress sshd[20728]: Failed password for root from 120.48.175.69 port 59638 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:01:26.475","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:01:25 regvision-wordpress sshd[20728]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:01:26.461","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:01:25 regvision-wordpress sshd[20726]: Failed password for invalid user adm from 178.128.201.36 port 37864 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:01:24.512","sshd: Attempt to login using a non-existent user","5","178.128.201.36","37864","Mar 13 13:01:23 regvision-wordpress sshd[20726]: Invalid user adm from 178.128.201.36 port 37864","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:01:24.512","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:01:23 regvision-wordpress sshd[20726]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:01:04.442","sshd: authentication failed.","5","92.191.96.7","22786","Mar 13 13:01:02 regvision-wordpress sshd[20724]: Failed password for root from 92.191.96.7 port 22786 ssh2","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:01:02.454","sshd: Attempt to login using a non-existent user","5","5.104.84.57",,"Mar 13 13:01:02 regvision-wordpress sshd[20722]: Failed password for invalid user bash from 5.104.84.57 port 34328 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:01:02.454","sshd: Attempt to login using a non-existent user","5","5.104.84.57","34328","Mar 13 13:01:02 regvision-wordpress sshd[20722]: Disconnected from invalid user bash 5.104.84.57 port 34328 [preauth]","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:01:02.442","PAM: User login failed.","5","92.191.96.7",,"Mar 13 13:01:00 regvision-wordpress sshd[20724]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=92.191.96.7  user=root","Spain",,{"lon":-3.684,"lat":40.4172}
"Mar 13, 2025 @ 13:01:00.454","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:01:00 regvision-wordpress sshd[20722]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:01:00.441","sshd: Attempt to login using a non-existent user","5","5.104.84.57","34328","Mar 13 13:01:00 regvision-wordpress sshd[20722]: Invalid user bash from 5.104.84.57 port 34328","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:00:58.440","sshd: authentication failed.","5","178.128.248.165","37318","Mar 13 13:00:58 regvision-wordpress sshd[20720]: Failed password for root from 178.128.248.165 port 37318 ssh2","Netherlands","Amsterdam",{"lon":4.9392,"lat":52.352}
"Mar 13, 2025 @ 13:00:56.439","PAM: User login failed.","5","178.128.248.165",,"Mar 13 13:00:56 regvision-wordpress sshd[20720]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.248.165  user=root","Netherlands","Amsterdam",{"lon":4.9392,"lat":52.352}
"Mar 13, 2025 @ 13:00:52.437","sshd: Attempt to login using a non-existent user","5","159.203.62.75",,"Mar 13 13:00:50 regvision-wordpress sshd[20718]: Failed password for invalid user user from 159.203.62.75 port 50414 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:00:50.488","PAM: User login failed.","5","159.203.62.75",,"Mar 13 13:00:48 regvision-wordpress sshd[20718]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=159.203.62.75","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
